,species,vernacularName,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,geodeticDatum,eventRemarks,locality,locationRemarks,occurrenceRemarks,stateProvince,year,month,basisOfRecord,taxonRank,taxonomicStatus
1255,Plethodon chlorobryonis,,35.0292,-77.1375,,WGS84,,"Croatan National Forest, ENE of Pollocksville, on County Route 1004, Island Creek Forest Walk",,,North Carolina,1971.0,10.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1256,Plethodon chlorobryonis,,36.9428,-77.4953,,WGS84,,"Stony Creek (town), ca. 6.0 mi (by road) W of, on VA Route 40, along Sapony Creek, S of Winfields Millpond",,,Virginia,1971.0,10.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1257,Plethodon chlorobryonis,,35.2886,-77.1275,,WGS84,,"Vanceboro (center of), 1.6 mi (by road) SE of, junction of U.S. Route 17 Business/NC Route 43 and U.S. Route 17 Bypass",,,North Carolina,1971.0,10.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1258,Plethodon chlorobryonis,,35.0292,-77.1375,,WGS84,,"Croatan National Forest, ENE of Pollocksville, on County Route 1004, Island Creek Forest Walk",,,North Carolina,1971.0,10.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1259,Plethodon chlorobryonis,,36.9428,-77.4953,,WGS84,,"Stony Creek (town), ca. 6.0 mi (by road) W of, on VA Route 40, along Sapony Creek, S of Winfields Millpond",,,Virginia,1971.0,10.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1260,Plethodon chlorobryonis,,35.0292,-77.1375,,WGS84,,"Croatan National Forest, ENE of Pollocksville, on County Route 1004, Island Creek Forest Walk",,,North Carolina,1971.0,10.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1261,Plethodon chlorobryonis,,35.0292,-77.1375,,WGS84,,"Croatan National Forest, ENE of Pollocksville, on County Route 1004, Island Creek Forest Walk",,,North Carolina,1971.0,10.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1262,Plethodon chlorobryonis,,35.2886,-77.1275,,WGS84,,"Vanceboro (center of), 1.6 mi (by road) SE of, junction of U.S. Route 17 Business/NC Route 43 and U.S. Route 17 Bypass",,,North Carolina,1971.0,10.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1263,Plethodon chlorobryonis,,35.0292,-77.1375,,WGS84,,"Croatan National Forest, ENE of Pollocksville, on County Route 1004, Island Creek Forest Walk",,,North Carolina,1971.0,10.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1264,Plethodon chlorobryonis,,35.2886,-77.1275,,WGS84,,"Vanceboro (center of), 1.6 mi (by road) SE of, junction of U.S. Route 17 Business/NC Route 43 and U.S. Route 17 Bypass",,,North Carolina,1971.0,10.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1265,Plethodon chlorobryonis,,35.2886,-77.1275,,WGS84,,"Vanceboro (center of), 1.6 mi (by road) SE of, junction of U.S. Route 17 Business/NC Route 43 and U.S. Route 17 Bypass",,,North Carolina,1971.0,10.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1266,Plethodon chlorobryonis,,36.9428,-77.4953,,WGS84,,"Stony Creek (town), ca. 6.0 mi (by road) W of, on VA Route 40, along Sapony Creek, S of Winfields Millpond",,,Virginia,1971.0,10.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1267,Plethodon chlorobryonis,,35.2886,-77.1275,,WGS84,,"Vanceboro (center of), 1.6 mi (by road) SE of, junction of U.S. Route 17 Business/NC Route 43 and U.S. Route 17 Bypass",,,North Carolina,1971.0,10.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1268,Plethodon chlorobryonis,,35.2886,-77.1275,,WGS84,,"Vanceboro (center of), 1.6 mi (by road) SE of, junction of U.S. Route 17 Business/NC Route 43 and U.S. Route 17 Bypass",,,North Carolina,1971.0,10.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1269,Plethodon chlorobryonis,,36.9428,-77.4953,,WGS84,,"Stony Creek (town), ca. 6.0 mi (by road) W of, on VA Route 40, along Sapony Creek, S of Winfields Millpond",,,Virginia,1971.0,10.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1270,Plethodon chlorobryonis,,35.2886,-77.1275,,WGS84,,"Vanceboro (center of), 1.6 mi (by road) SE of, junction of U.S. Route 17 Business/NC Route 43 and U.S. Route 17 Bypass",,,North Carolina,1971.0,10.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1271,Plethodon chlorobryonis,,36.9428,-77.4953,,WGS84,,"Stony Creek (town), ca. 6.0 mi (by road) W of, on VA Route 40, along Sapony Creek, S of Winfields Millpond",,,Virginia,1971.0,10.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1272,Plethodon chlorobryonis,,36.9428,-77.4953,,WGS84,,"Stony Creek (town), ca. 6.0 mi (by road) W of, on VA Route 40, along Sapony Creek, S of Winfields Millpond",,,Virginia,1971.0,10.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1273,Plethodon chlorobryonis,,36.9428,-77.4953,,WGS84,,"Stony Creek (town), ca. 6.0 mi (by road) W of, on VA Route 40, along Sapony Creek, S of Winfields Millpond",,,Virginia,1971.0,10.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1274,Plethodon chlorobryonis,,35.2886,-77.1275,,WGS84,,"Vanceboro (center of), 1.6 mi (by road) SE of, junction of U.S. Route 17 Business/NC Route 43 and U.S. Route 17 Bypass",,,North Carolina,1971.0,10.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1275,Plethodon chlorobryonis,,35.2886,-77.1275,,WGS84,,"Vanceboro (center of), 1.6 mi (by road) SE of, junction of U.S. Route 17 Business/NC Route 43 and U.S. Route 17 Bypass",,,North Carolina,1971.0,10.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1276,Plethodon chlorobryonis,,35.2886,-77.1275,,WGS84,,"Vanceboro (center of), 1.6 mi (by road) SE of, junction of U.S. Route 17 Business/NC Route 43 and U.S. Route 17 Bypass",,,North Carolina,1971.0,10.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1277,Plethodon chlorobryonis,,36.9428,-77.4953,,WGS84,,"Stony Creek (town), ca. 6.0 mi (by road) W of, on VA Route 40, along Sapony Creek, S of Winfields Millpond",,,Virginia,1971.0,10.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1278,Plethodon chlorobryonis,,35.2886,-77.1275,,WGS84,,"Vanceboro (center of), 1.6 mi (by road) SE of, junction of U.S. Route 17 Business/NC Route 43 and U.S. Route 17 Bypass",,,North Carolina,1971.0,10.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1279,Plethodon chlorobryonis,,35.0292,-77.1375,,WGS84,,"Croatan National Forest, ENE of Pollocksville, on County Route 1004, Island Creek Forest Walk",,,North Carolina,1971.0,10.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1280,Plethodon chlorobryonis,,36.9428,-77.4953,,WGS84,,"Stony Creek (town), ca. 6.0 mi (by road) W of, on VA Route 40, along Sapony Creek, S of Winfields Millpond",,,Virginia,1971.0,10.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1281,Plethodon chlorobryonis,,36.9428,-77.4953,,WGS84,,"Stony Creek (town), ca. 6.0 mi (by road) W of, on VA Route 40, along Sapony Creek, S of Winfields Millpond",,,Virginia,1971.0,10.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1282,Plethodon chlorobryonis,,35.2886,-77.1275,,WGS84,,"Vanceboro (center of), 1.6 mi (by road) SE of, junction of U.S. Route 17 Business/NC Route 43 and U.S. Route 17 Bypass",,,North Carolina,1971.0,10.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1283,Plethodon chlorobryonis,,35.2886,-77.1275,,WGS84,,"Vanceboro (center of), 1.6 mi (by road) SE of, junction of U.S. Route 17 Business/NC Route 43 and U.S. Route 17 Bypass",,,North Carolina,1971.0,10.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1284,Plethodon chlorobryonis,,35.2886,-77.1275,,WGS84,,"Vanceboro (center of), 1.6 mi (by road) SE of, junction of U.S. Route 17 Business/NC Route 43 and U.S. Route 17 Bypass",,,North Carolina,1971.0,10.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1285,Plethodon chlorobryonis,,35.0292,-77.1375,,WGS84,,"Croatan National Forest, ENE of Pollocksville, on County Route 1004, Island Creek Forest Walk",,,North Carolina,1971.0,10.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1286,Plethodon chlorobryonis,,36.9428,-77.4953,,WGS84,,"Stony Creek (town), ca. 6.0 mi (by road) W of, on VA Route 40, along Sapony Creek, S of Winfields Millpond",,,Virginia,1971.0,10.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1287,Plethodon chlorobryonis,,35.2886,-77.1275,,WGS84,,"Vanceboro (center of), 1.6 mi (by road) SE of, junction of U.S. Route 17 Business/NC Route 43 and U.S. Route 17 Bypass",,,North Carolina,1971.0,10.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1288,Plethodon chlorobryonis,,35.2886,-77.1275,,WGS84,,"Vanceboro (center of), 1.6 mi (by road) SE of, junction of U.S. Route 17 Business/NC Route 43 and U.S. Route 17 Bypass",,,North Carolina,1971.0,10.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1289,Plethodon chlorobryonis,,35.2886,-77.1275,,WGS84,,"Vanceboro (center of), 1.6 mi (by road) SE of, junction of U.S. Route 17 Business/NC Route 43 and U.S. Route 17 Bypass",,,North Carolina,1971.0,12.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1290,Plethodon chlorobryonis,,35.2886,-77.1275,,WGS84,,"Vanceboro (center of), 1.6 mi (by road) SE of, junction of U.S. Route 17 Business/NC Route 43 and U.S. Route 17 Bypass",,,North Carolina,1971.0,12.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1291,Plethodon chlorobryonis,,35.2886,-77.1275,,WGS84,,"Vanceboro (center of), 1.6 mi (by road) SE of, junction of U.S. Route 17 Business/NC Route 43 and U.S. Route 17 Bypass",,,North Carolina,1971.0,12.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1292,Plethodon chlorobryonis,,35.2886,-77.1275,,WGS84,,"Vanceboro (center of), 1.6 mi (by road) SE of, junction of U.S. Route 17 Business/NC Route 43 and U.S. Route 17 Bypass",,,North Carolina,1971.0,12.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1293,Plethodon chlorobryonis,,35.2886,-77.1275,,WGS84,,"Vanceboro (center of), 1.6 mi (by road) SE of, junction of U.S. Route 17 Business/NC Route 43 and U.S. Route 17 Bypass",,,North Carolina,1971.0,12.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1294,Plethodon chlorobryonis,,35.2886,-77.1275,,WGS84,,"Vanceboro (center of), 1.6 mi (by road) SE of, junction of U.S. Route 17 Business/NC Route 43 and U.S. Route 17 Bypass",,,North Carolina,1971.0,12.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1295,Plethodon chlorobryonis,,35.2886,-77.1275,,WGS84,,"Vanceboro (center of), 1.6 mi (by road) SE of, junction of U.S. Route 17 Business/NC Route 43 and U.S. Route 17 Bypass",,,North Carolina,1971.0,12.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1296,Plethodon chlorobryonis,,35.2886,-77.1275,,WGS84,,"Vanceboro (center of), 1.6 mi (by road) SE of, junction of U.S. Route 17 Business/NC Route 43 and U.S. Route 17 Bypass",,,North Carolina,1970.0,1.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1297,Plethodon chlorobryonis,,35.2886,-77.1275,,WGS84,,"Vanceboro (center of), 1.6 mi (by road) SE of, junction of U.S. Route 17 Business/NC Route 43 and U.S. Route 17 Bypass",,,North Carolina,1970.0,1.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1298,Plethodon chlorobryonis,,33.9028,-79.4403,,WGS84,,"Kingsburg, NNE of, on U.S. Route 378, 1.6 mi (by road) NNE of its junction with SC Route 41",,,South Carolina,1970.0,1.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1299,Plethodon chlorobryonis,,35.2886,-77.1275,,WGS84,,"Vanceboro (center of), 1.6 mi (by road) SE of, junction of U.S. Route 17 Business/NC Route 43 and U.S. Route 17 Bypass",,,North Carolina,1970.0,1.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1300,Plethodon chlorobryonis,,33.9028,-79.4403,,WGS84,,"Kingsburg, NNE of, on U.S. Route 378, 1.6 mi (by road) NNE of its junction with SC Route 41",,,South Carolina,1970.0,1.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1301,Plethodon chlorobryonis,,33.7872,-81.9783,,WGS84,,"Edgefield, ca. 3 mi (by road) west of, on SC Route 23 at its junction with County Route S-19-234 and 1.1 mi (by road) east of its junction with County Route S-19-316",,,South Carolina,1970.0,1.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1302,Plethodon chlorobryonis,,35.2886,-77.1275,,WGS84,,"Vanceboro (center of), 1.6 mi (by road) SE of, junction of U.S. Route 17 Business/NC Route 43 and U.S. Route 17 Bypass",,,North Carolina,1970.0,1.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1303,Plethodon chlorobryonis,,34.0297,-82.3986,,WGS84,,"Sumter National Forest, on SC Route 28, 2.5 mi (by road) S of Abbeville County line",,,South Carolina,1970.0,1.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1304,Plethodon chlorobryonis,,34.0297,-82.3986,,WGS84,,"Sumter National Forest, on SC Route 28, 2.5 mi (by road) S of Abbeville County line",,,South Carolina,1970.0,1.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1305,Plethodon chlorobryonis,,35.2886,-77.1275,,WGS84,,"Vanceboro (center of), 1.6 mi (by road) SE of, junction of U.S. Route 17 Business/NC Route 43 and U.S. Route 17 Bypass",,,North Carolina,1970.0,1.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1306,Plethodon chlorobryonis,,35.2886,-77.1275,,WGS84,,"Vanceboro (center of), 1.6 mi (by road) SE of, junction of U.S. Route 17 Business/NC Route 43 and U.S. Route 17 Bypass",,,North Carolina,1970.0,1.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1307,Plethodon chlorobryonis,,35.2886,-77.1275,,WGS84,,"Vanceboro (center of), 1.6 mi (by road) SE of, junction of U.S. Route 17 Business/NC Route 43 and U.S. Route 17 Bypass",,,North Carolina,1970.0,1.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1308,Plethodon chlorobryonis,,33.9028,-79.4403,,WGS84,,"Kingsburg, NNE of, on U.S. Route 378, 1.6 mi (by road) NNE of its junction with SC Route 41",,,South Carolina,1970.0,1.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1309,Plethodon chlorobryonis,,36.8739,-76.9578,,WGS84,,"Ivor, 4.8 miles (by road) SW of, on VA Route 616",,,Virginia,1970.0,1.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1310,Plethodon chlorobryonis,,33.7872,-81.9783,,WGS84,,"Edgefield, ca. 3 mi (by road) west of, on SC Route 23 at its junction with County Route S-19-234 and 1.1 mi (by road) east of its junction with County Route S-19-316",,,South Carolina,1970.0,1.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1311,Plethodon chlorobryonis,,34.0114,-78.2878,,WGS84,,"Supply, WSW of, 1.0 mile WSW of junction of U.S. Route 17 and NC Route 211, on Route 17",,,North Carolina,1970.0,1.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1312,Plethodon chlorobryonis,,34.0297,-82.3986,,WGS84,,"Sumter National Forest, on SC Route 28, 2.5 mi (by road) S of Abbeville County line",,,South Carolina,1970.0,1.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1313,Plethodon chlorobryonis,,35.2886,-77.1275,,WGS84,,"Vanceboro (center of), 1.6 mi (by road) SE of, junction of U.S. Route 17 Business/NC Route 43 and U.S. Route 17 Bypass",,,North Carolina,1970.0,1.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1314,Plethodon chlorobryonis,,35.2886,-77.1275,,WGS84,,"Vanceboro (center of), 1.6 mi (by road) SE of, junction of U.S. Route 17 Business/NC Route 43 and U.S. Route 17 Bypass",,,North Carolina,1970.0,1.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1315,Plethodon chlorobryonis,,34.7328,-83.0253,,WGS84,,"Walhalla, ca. 3.6 mi (by road) SE of, on SC Route 28",,,South Carolina,1970.0,1.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1316,Plethodon chlorobryonis,,34.0297,-82.3986,,WGS84,,"Sumter National Forest, on SC Route 28, 2.5 mi (by road) S of Abbeville County line",,,South Carolina,1970.0,1.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1317,Plethodon chlorobryonis,,33.8547,-78.8211,,WGS84,,"Nixonville, ca. 4 mi (by road) ENE of, on SC Route 90, at its junction with County Route S-26-31",,,South Carolina,1970.0,1.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1318,Plethodon chlorobryonis,,34.0297,-82.3986,,WGS84,,"Sumter National Forest, on SC Route 28, 2.5 mi (by road) S of Abbeville County line",,,South Carolina,1970.0,1.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1319,Plethodon chlorobryonis,,33.9028,-79.4403,,WGS84,,"Kingsburg, NNE of, on U.S. Route 378, 1.6 mi (by road) NNE of its junction with SC Route 41",,,South Carolina,1970.0,1.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1320,Plethodon chlorobryonis,,36.9314,-76.9319,,WGS84,,"Ivor, NW of, 2.7 mi (by road) NW of junction of U.S. Route 460 and VA Route 616, on Route 460",,,Virginia,1970.0,1.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1321,Plethodon chlorobryonis,,33.8547,-78.8211,,WGS84,,"Nixonville, ca. 4 mi (by road) ENE of, on SC Route 90, at its junction with County Route S-26-31",,,South Carolina,1970.0,1.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1322,Plethodon chlorobryonis,,34.0297,-82.3986,,WGS84,,"Sumter National Forest, on SC Route 28, 2.5 mi (by road) S of Abbeville County line",,,South Carolina,1970.0,1.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1323,Plethodon chlorobryonis,,34.0297,-82.3986,,WGS84,,"Sumter National Forest, on SC Route 28, 2.5 mi (by road) S of Abbeville County line",,,South Carolina,1970.0,1.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1324,Plethodon chlorobryonis,,35.2886,-77.1275,,WGS84,,"Vanceboro (center of), 1.6 mi (by road) SE of, junction of U.S. Route 17 Business/NC Route 43 and U.S. Route 17 Bypass",,,North Carolina,1970.0,1.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1325,Plethodon chlorobryonis,,34.0297,-82.3986,,WGS84,,"Sumter National Forest, on SC Route 28, 2.5 mi (by road) S of Abbeville County line",,,South Carolina,1970.0,1.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1326,Plethodon chlorobryonis,,33.8547,-78.8211,,WGS84,,"Nixonville, ca. 4 mi (by road) ENE of, on SC Route 90, at its junction with County Route S-26-31",,,South Carolina,1970.0,1.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1327,Plethodon chlorobryonis,,35.2886,-77.1275,,WGS84,,"Vanceboro (center of), 1.6 mi (by road) SE of, junction of U.S. Route 17 Business/NC Route 43 and U.S. Route 17 Bypass",,,North Carolina,1970.0,1.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1328,Plethodon chlorobryonis,,34.0297,-82.3986,,WGS84,,"Sumter National Forest, on SC Route 28, 2.5 mi (by road) S of Abbeville County line",,,South Carolina,1970.0,1.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1329,Plethodon chlorobryonis,,35.2886,-77.1275,,WGS84,,"Vanceboro (center of), 1.6 mi (by road) SE of, junction of U.S. Route 17 Business/NC Route 43 and U.S. Route 17 Bypass",,,North Carolina,1970.0,1.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1330,Plethodon chlorobryonis,,33.7872,-81.9783,,WGS84,,"Edgefield, ca. 3 mi (by road) west of, on SC Route 23 at its junction with County Route S-19-234 and 1.1 mi (by road) east of its junction with County Route S-19-316",,,South Carolina,1970.0,1.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1331,Plethodon chlorobryonis,,35.2886,-77.1275,,WGS84,,"Vanceboro (center of), 1.6 mi (by road) SE of, junction of U.S. Route 17 Business/NC Route 43 and U.S. Route 17 Bypass",,,North Carolina,1970.0,1.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1332,Plethodon chlorobryonis,,33.8547,-78.8211,,WGS84,,"Nixonville, ca. 4 mi (by road) ENE of, on SC Route 90, at its junction with County Route S-26-31",,,South Carolina,1970.0,1.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1333,Plethodon chlorobryonis,,35.6097,-78.0958,,WGS84,,"Lucama, 5.8 mi (by road) SW of, on U.S. Route 301, 0.4 mile (by road) SW of its junction with NC Route 581",,,North Carolina,1970.0,2.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1334,Plethodon chlorobryonis,,35.6097,-78.0958,,WGS84,,"Lucama, 5.8 mi (by road) SW of, on U.S. Route 301, 0.4 mile (by road) SW of its junction with NC Route 581",,,North Carolina,1970.0,2.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1335,Plethodon chlorobryonis,Atlantic Coast Slimy Salamander,34.8324,-77.146,402.0,WGS84,,"Croatan National Forest, 7 miles SE Maysville",,together under log in dense pine flatwoods near Holston Cr.,North Carolina,1970.0,3.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1336,Plethodon chlorobryonis,,36.5808,-76.0972,,WGS84,,"Blackwater, SSW of, on Indian Creek Road (VA Route 609), 0.1 mile (by road) W of its junction with Crags Causeway",,,Virginia,1970.0,3.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1337,Plethodon chlorobryonis,,36.5808,-76.0972,,WGS84,,"Blackwater, SSW of, on Indian Creek Road (VA Route 609), 0.1 mile (by road) W of its junction with Crags Causeway",,,Virginia,1970.0,3.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1338,Plethodon chlorobryonis,Atlantic Coast Slimy Salamander,34.7669,-76.9628,402.0,WGS84,,"Croatan National Forest, 6 miles WSW Newport",,,North Carolina,1970.0,3.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1339,Plethodon chlorobryonis,,36.6014,-77.17,,WGS84,,"Boykins, ca. 2.0 mi (air) NE of, 1.4 mi (by road) NE of the junction of VA Routes 667 and 671, on Route 671",,,Virginia,1970.0,3.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1340,Plethodon chlorobryonis,,36.5967,-77.1836,,WGS84,,"Boykins, ca. 1.3 mi (air) NE of, 0.5 mi (by road) NE of the junction of VA Routes 667 and 671, on Route 671",,,Virginia,1970.0,3.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1341,Plethodon chlorobryonis,Atlantic Coast Slimy Salamander,34.7669,-76.9628,402.0,WGS84,,"Croatan National Forest, 6 miles WSW Newport",,,North Carolina,1970.0,3.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1342,Plethodon chlorobryonis,Atlantic Coast Slimy Salamander,34.8324,-77.146,402.0,WGS84,,"Croatan National Forest, 7 miles SE Maysville",,together under log in dense pine flatwoods near Holston Cr.,North Carolina,1970.0,3.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1343,Plethodon chlorobryonis,Atlantic Coast Slimy Salamander,34.7669,-76.9628,402.0,WGS84,,"Croatan National Forest, 6 miles WSW Newport",,,North Carolina,1970.0,3.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1344,Plethodon chlorobryonis,Atlantic Coast Slimy Salamander,34.7669,-76.9628,402.0,WGS84,,"Croatan National Forest, 6 miles WSW Newport",,,North Carolina,1970.0,3.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1345,Plethodon chlorobryonis,,36.5967,-77.1836,,WGS84,,"Boykins, ca. 1.3 mi (air) NE of, 0.5 mi (by road) NE of the junction of VA Routes 667 and 671, on Route 671",,,Virginia,1970.0,3.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1346,Plethodon chlorobryonis,,36.7464,-76.2392,,WGS84,,"Oak Grove, near, on VA Route 190, 0.9 mi (by road) N of its junction with VA Route 168",,,Virginia,1970.0,3.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1347,Plethodon chlorobryonis,,36.6436,-76.9569,,WGS84,,"Franklin, SW of, at junction of VA Routes 684 and 688",,,Virginia,1970.0,3.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1348,Plethodon chlorobryonis,,36.5967,-77.1836,,WGS84,,"Boykins, ca. 1.3 mi (air) NE of, 0.5 mi (by road) NE of the junction of VA Routes 667 and 671, on Route 671",,,Virginia,1970.0,3.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1349,Plethodon chlorobryonis,Atlantic Coast Slimy Salamander,34.7669,-76.9628,402.0,WGS84,,"Croatan National Forest, 6 miles WSW Newport",,,North Carolina,1970.0,3.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1350,Plethodon chlorobryonis,Atlantic Coast Slimy Salamander,34.7705,-76.9337,402.0,WGS84,,"Croatan National Forest, 4.5 miles WSW Newport",,under trash,North Carolina,1970.0,3.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1351,Plethodon chlorobryonis,,36.7464,-76.2392,,WGS84,,"Oak Grove, near, on VA Route 190, 0.9 mi (by road) N of its junction with VA Route 168",,,Virginia,1970.0,3.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1352,Plethodon chlorobryonis,,36.5808,-76.0972,,WGS84,,"Blackwater, SSW of, on Indian Creek Road (VA Route 609), 0.1 mile (by road) W of its junction with Crags Causeway",,,Virginia,1970.0,3.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1353,Plethodon chlorobryonis,Atlantic Coast Slimy Salamander,34.9156,-77.0935,402.0,WGS84,,"Croatan National Forest, 8 miles WSW Croatan",,,North Carolina,1970.0,4.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1354,Plethodon chlorobryonis,Atlantic Coast Slimy Salamander,34.7864,-76.9386,1609.0,WGS84,,"4.5 miles W Nerport, Croatan National Forest",,,North Carolina,1970.0,4.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1355,Plethodon chlorobryonis,Atlantic Coast Slimy Salamander,34.7864,-76.9386,1609.0,WGS84,,"4.5 miles W Nerport, Croatan National Forest",,,North Carolina,1970.0,4.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1356,Plethodon chlorobryonis,,34.9319,-82.3708,,WGS84,,"Paris Mountain State Park, near Mountain Creek",,,South Carolina,1970.0,8.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1357,Plethodon chlorobryonis,,34.9319,-82.3708,,WGS84,,"Paris Mountain State Park, near Mountain Creek",,,South Carolina,1970.0,8.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
1358,Plethodon chlorobryonis,,34.9319,-82.3708,,WGS84,,"Paris Mountain State Park, near Mountain Creek",,,South Carolina,1970.0,8.0,PRESERVED_SPECIMEN,SPECIES,ACCEPTED
